subscription_id,contract_id,customer_id,plan_id,billing_type,subscription_start_date,subscription_status
S491,CT491,C1601,PY,Yearly,2024-02-26,Active
S492,CT492,C1603,PM,Monthly,2024-02-29,Active
S493,CT493,C1607,PM,Monthly,2024-02-20,Active
S494,CT494,C1612,PM,Monthly,2024-02-17,Active
S495,CT495,C1615,PM,Monthly,2024-01-11,Active
S496,CT496,C1616,BY,Yearly,2024-02-07,Active
S497,CT497,C1624,PY,Yearly,2024-01-10,Active
S498,CT498,C1625,PM,Monthly,2024-01-30,Active
S499,CT499,C1627,BM,Monthly,2024-01-17,Active
S500,CT500,C1636,BY,Yearly,2024-01-20,Active
S501,CT501,C1638,BM,Monthly,2024-02-08,Active
S502,CT502,C1642,BM,Monthly,2024-02-22,Active
S503,CT503,C1644,PM,Monthly,2024-02-16,Active
S504,CT504,C1646,BY,Yearly,2024-01-13,Active
S505,CT505,C1655,PM,Monthly,2024-02-29,Active
S506,CT506,C1656,BY,Yearly,2024-02-03,Active
S507,CT507,C1661,BY,Yearly,2024-02-21,Active
S508,CT508,C1663,PY,Yearly,2024-01-23,Active
S509,CT509,C1669,BY,Yearly,2024-02-09,Active
S510,CT510,C1671,PM,Monthly,2024-01-21,Active
S511,CT511,C1674,BM,Monthly,2024-02-19,Active
S512,CT512,C1677,BY,Yearly,2024-02-08,Active
S513,CT513,C1680,PM,Monthly,2024-02-17,Active
S514,CT514,C1682,PM,Monthly,2024-02-17,Active
S515,CT515,C1683,BM,Monthly,2024-01-08,Active
S516,CT516,C1685,BY,Yearly,2024-01-28,Active
S517,CT517,C1688,BM,Monthly,2024-02-25,Active
S518,CT518,C1689,BM,Monthly,2024-02-14,Active
S519,CT519,C1695,BM,Monthly,2024-01-08,Active
S520,CT520,C1697,BM,Monthly,2024-01-05,Active
S521,CT521,C1702,PM,Monthly,2024-02-10,Active
S522,CT522,C1703,BY,Yearly,2024-02-27,Active
S523,CT523,C1713,BM,Monthly,2024-01-15,Active
S524,CT524,C1714,BM,Monthly,2024-01-15,Active
S525,CT525,C1720,BM,Monthly,2024-02-03,Active
S526,CT526,C1723,BY,Yearly,2024-01-30,Active
S527,CT527,C1724,PM,Monthly,2024-01-08,Active
S528,CT528,C1727,PY,Yearly,2024-01-22,Active
S529,CT529,C1744,BY,Yearly,2024-01-05,Active
S530,CT530,C1748,BM,Monthly,2024-02-16,Active
S531,CT531,C1755,BM,Monthly,2024-02-26,Active
S532,CT532,C1756,PY,Yearly,2024-01-06,Active
S533,CT533,C1758,BM,Monthly,2024-01-30,Active
S534,CT534,C1760,BY,Yearly,2024-02-26,Active
S535,CT535,C1764,BY,Yearly,2024-01-07,Active
S536,CT536,C1766,PY,Yearly,2024-02-18,Active
S537,CT537,C1768,BM,Monthly,2024-01-04,Active
S538,CT538,C1770,BM,Monthly,2024-02-02,Active
S539,CT539,C1774,PY,Yearly,2024-02-17,Active
S540,CT540,C1775,BY,Yearly,2024-02-21,Active
S541,CT541,C1777,PM,Monthly,2024-01-03,Active
S542,CT542,C1778,BY,Yearly,2024-01-14,Active
S543,CT543,C1779,PY,Yearly,2024-02-13,Active
S544,CT544,C1780,PY,Yearly,2024-02-22,Active
S545,CT545,C1781,PM,Monthly,2024-02-14,Active
S546,CT546,C1783,PY,Yearly,2024-02-06,Active
S547,CT547,C1789,BM,Monthly,2024-01-03,Active
S548,CT548,C1790,PM,Monthly,2024-01-05,Active
S549,CT549,C1792,PM,Monthly,2024-02-05,Active
S550,CT550,C1812,BM,Monthly,2024-02-25,Active
S551,CT551,C1818,BY,Yearly,2024-02-08,Active
S552,CT552,C1819,PM,Monthly,2024-01-08,Active
S553,CT553,C1822,BY,Yearly,2024-02-04,Active
S554,CT554,C1824,PY,Yearly,2024-01-09,Active
S555,CT555,C1825,BM,Monthly,2024-01-30,Active
S556,CT556,C1829,PM,Monthly,2024-01-31,Active
S557,CT557,C1830,BM,Monthly,2024-02-15,Active
S558,CT558,C1831,PM,Monthly,2024-02-27,Active
S559,CT559,C1836,PM,Monthly,2024-02-27,Active
S560,CT560,C1846,BY,Yearly,2024-02-12,Active
S561,CT561,C1849,BM,Monthly,2024-02-20,Active
S562,CT562,C1851,BY,Yearly,2024-01-18,Active
S563,CT563,C1852,BM,Monthly,2024-01-22,Active
S564,CT564,C1858,BM,Monthly,2024-02-15,Active
S565,CT565,C1863,BY,Yearly,2024-01-19,Active
S566,CT566,C1864,PM,Monthly,2024-03-03,Active
S567,CT567,C1865,PY,Yearly,2024-01-13,Active
S568,CT568,C1866,PM,Monthly,2024-02-02,Active
S569,CT569,C1867,PM,Monthly,2024-02-07,Active
S570,CT570,C1872,BM,Monthly,2024-01-12,Active
S571,CT571,C1874,PM,Monthly,2024-01-27,Active
S572,CT572,C1875,PM,Monthly,2024-02-09,Active
S573,CT573,C1876,PY,Yearly,2024-02-25,Active
S574,CT574,C1878,PM,Monthly,2024-01-08,Active
S575,CT575,C1879,PY,Yearly,2024-02-07,Active
S576,CT576,C1883,BM,Monthly,2024-02-24,Active
S577,CT577,C1886,PM,Monthly,2024-02-13,Active
S578,CT578,C1893,BM,Monthly,2024-02-12,Active
S579,CT579,C1896,BY,Yearly,2024-01-15,Active
S580,CT580,C1898,BY,Yearly,2024-03-02,Active
S581,CT581,C1899,PY,Yearly,2024-01-07,Active
S582,CT582,C1900,PM,Monthly,2024-02-05,Active
S583,CT583,C1901,PY,Yearly,2024-01-18,Active
S584,CT584,C1910,BM,Monthly,2024-02-09,Active
S585,CT585,C1913,PM,Monthly,2024-02-08,Active
S586,CT586,C1917,PY,Yearly,2024-02-02,Active
S587,CT587,C1919,BY,Yearly,2024-01-07,Active
S588,CT588,C1931,PY,Yearly,2024-01-11,Active
S589,CT589,C1933,BM,Monthly,2024-02-08,Active
S590,CT590,C1934,BY,Yearly,2024-02-29,Active
S591,CT591,C1936,PY,Yearly,2024-02-01,Active
S592,CT592,C1938,PM,Monthly,2024-02-29,Active
S593,CT593,C1944,PM,Monthly,2024-02-03,Active
S594,CT594,C1947,BM,Monthly,2024-02-14,Active
S595,CT595,C1950,BY,Yearly,2024-01-05,Active
S596,CT596,C1952,BY,Yearly,2024-02-10,Active
S597,CT597,C1953,BY,Yearly,2024-01-20,Active
S598,CT598,C1954,PY,Yearly,2024-02-16,Active
S599,CT599,C1959,BM,Monthly,2024-02-29,Active
S600,CT600,C1963,PM,Monthly,2024-01-26,Active
S601,CT601,C1968,PY,Yearly,2024-02-19,Active
S602,CT602,C1972,BM,Monthly,2024-01-18,Active
S603,CT603,C1978,BY,Yearly,2024-02-14,Active
S604,CT604,C1980,PM,Monthly,2024-01-24,Active
S605,CT605,C1991,PY,Yearly,2024-02-14,Active
S606,CT606,C1992,BY,Yearly,2024-01-29,Active
S607,CT607,C1993,BY,Yearly,2024-01-26,Active
S608,CT608,C1994,BM,Monthly,2024-02-23,Active
S609,CT609,C2002,PY,Yearly,2024-01-30,Active
S610,CT610,C2005,PY,Yearly,2024-02-11,Active
S611,CT611,C2006,BY,Yearly,2024-01-25,Active
S612,CT612,C2017,BM,Monthly,2024-02-11,Active
S613,CT613,C2020,PY,Yearly,2024-01-07,Active
S614,CT614,C2022,BY,Yearly,2024-02-15,Active
S615,CT615,C2025,BM,Monthly,2024-02-16,Active
S616,CT616,C2027,BY,Yearly,2024-01-10,Active
S617,CT617,C2033,BY,Yearly,2024-01-11,Active
S618,CT618,C2036,PM,Monthly,2024-01-13,Active
S619,CT619,C2048,BY,Yearly,2024-01-12,Active
S620,CT620,C2052,BY,Yearly,2024-02-27,Active
S621,CT621,C2055,BY,Yearly,2024-01-07,Active
S622,CT622,C2059,PM,Monthly,2024-01-06,Active
S623,CT623,C2060,BY,Yearly,2024-01-19,Active
S624,CT624,C2063,BY,Yearly,2024-01-16,Active
S625,CT625,C2066,PY,Yearly,2024-01-30,Active
S626,CT626,C2070,BY,Yearly,2024-02-02,Active
S627,CT627,C2074,PM,Monthly,2024-03-02,Active
S628,CT628,C2076,BY,Yearly,2024-02-18,Active
S629,CT629,C2081,BM,Monthly,2024-02-18,Active
S630,CT630,C2084,PM,Monthly,2024-02-25,Active
S631,CT631,C2088,BM,Monthly,2024-02-13,Active
S632,CT632,C2092,PY,Yearly,2024-02-08,Active
S633,CT633,C2103,BM,Monthly,2024-02-22,Active
S634,CT634,C2104,PM,Monthly,2024-01-10,Active
S635,CT635,C2112,BM,Monthly,2024-03-01,Active
S636,CT636,C2117,BM,Monthly,2024-01-10,Active
S637,CT637,C2118,PY,Yearly,2024-02-07,Active
S638,CT638,C2119,BM,Monthly,2024-01-04,Active
S639,CT639,C2123,BY,Yearly,2024-02-08,Active
S640,CT640,C2125,PM,Monthly,2024-02-01,Active
S641,CT641,C2130,PY,Yearly,2024-01-07,Active
S642,CT642,C2131,BM,Monthly,2024-01-27,Active
S643,CT643,C2134,BM,Monthly,2024-02-28,Active
S644,CT644,C2135,BY,Yearly,2024-02-21,Active
S645,CT645,C2136,BM,Monthly,2024-02-28,Active
S646,CT646,C2140,PM,Monthly,2024-01-06,Active
S647,CT647,C2149,PM,Monthly,2024-02-04,Active
S648,CT648,C2151,BM,Monthly,2024-01-28,Active
S649,CT649,C2153,BM,Monthly,2024-01-29,Active
S650,CT650,C2154,BM,Monthly,2024-02-25,Active
S651,CT651,C2155,PY,Yearly,2024-01-10,Active
S652,CT652,C2158,BY,Yearly,2024-01-08,Active
S653,CT653,C2160,BM,Monthly,2024-02-23,Active
S654,CT654,C2162,BM,Monthly,2024-02-19,Active
S655,CT655,C2166,BY,Yearly,2024-01-05,Active
S656,CT656,C2171,BY,Yearly,2024-01-11,Active
S657,CT657,C2172,PM,Monthly,2024-02-27,Active
S658,CT658,C2177,PY,Yearly,2024-01-16,Active
S659,CT659,C2178,PY,Yearly,2024-01-22,Active
S660,CT660,C2179,BY,Yearly,2024-01-16,Active
S661,CT661,C2180,PY,Yearly,2024-02-27,Active
S662,CT662,C2186,BY,Yearly,2024-02-22,Active
S663,CT663,C2195,BM,Monthly,2024-02-05,Active
S664,CT664,C2196,PM,Monthly,2024-01-07,Active
S665,CT665,C2198,PY,Yearly,2024-02-02,Active
S666,CT666,C2204,BY,Yearly,2024-02-29,Active
S667,CT667,C2211,BM,Monthly,2024-01-29,Active
S668,CT668,C2214,BY,Yearly,2024-02-21,Active
S669,CT669,C2218,BM,Monthly,2024-01-14,Active
S670,CT670,C2219,PY,Yearly,2024-01-10,Active
S671,CT671,C2232,BM,Monthly,2024-01-25,Active
S672,CT672,C2235,BM,Monthly,2024-01-04,Active
S673,CT673,C2241,BM,Monthly,2024-02-14,Active
S674,CT674,C2243,BM,Monthly,2024-01-16,Active
S675,CT675,C2245,PY,Yearly,2024-01-30,Active
S676,CT676,C2246,PM,Monthly,2024-01-22,Active
S677,CT677,C2248,BY,Yearly,2024-02-14,Active
S678,CT678,C2249,PY,Yearly,2024-01-03,Active
S679,CT679,C2252,BY,Yearly,2024-02-05,Active
S680,CT680,C2255,PY,Yearly,2024-02-23,Active
S681,CT681,C2260,BY,Yearly,2024-01-27,Active
S682,CT682,C2263,PM,Monthly,2024-03-03,Active
S683,CT683,C2266,BM,Monthly,2024-02-26,Active
S684,CT684,C2267,PY,Yearly,2024-01-29,Active
S685,CT685,C2268,PY,Yearly,2024-01-18,Active
S686,CT686,C2270,PY,Yearly,2024-02-21,Active
S687,CT687,C2274,PM,Monthly,2024-01-17,Active
S688,CT688,C2276,BM,Monthly,2024-02-12,Active
S689,CT689,C2277,PY,Yearly,2024-02-19,Active
S690,CT690,C2289,BM,Monthly,2024-02-28,Active
S691,CT691,C2290,BM,Monthly,2024-01-16,Active
S692,CT692,C2291,PM,Monthly,2024-02-25,Active
S693,CT693,C2292,PY,Yearly,2024-02-13,Active
S694,CT694,C2294,PY,Yearly,2024-02-04,Active
S695,CT695,C2301,BM,Monthly,2024-02-27,Active
S696,CT696,C2303,BY,Yearly,2024-01-30,Active
S697,CT697,C2304,BM,Monthly,2024-02-20,Active
S698,CT698,C2307,PM,Monthly,2024-01-26,Active
S699,CT699,C2311,PM,Monthly,2024-02-29,Active
S700,CT700,C2314,BM,Monthly,2024-01-20,Active
S701,CT701,C2315,BY,Yearly,2024-01-19,Active
S702,CT702,C2317,PM,Monthly,2024-01-12,Active
S703,CT703,C2321,BY,Yearly,2024-02-09,Active
S704,CT704,C2324,PY,Yearly,2024-02-16,Active
S705,CT705,C2325,BY,Yearly,2024-02-10,Active
S706,CT706,C2332,PM,Monthly,2024-03-02,Active
S707,CT707,C2340,BM,Monthly,2024-01-17,Active
S708,CT708,C2355,PM,Monthly,2024-02-29,Active
S709,CT709,C2361,PY,Yearly,2024-03-02,Active
S710,CT710,C2364,PY,Yearly,2024-01-15,Active
S711,CT711,C2365,PY,Yearly,2024-02-06,Active
S712,CT712,C2367,PM,Monthly,2024-02-06,Active
S713,CT713,C2374,PY,Yearly,2024-01-23,Active
S714,CT714,C2375,PM,Monthly,2024-01-16,Active
S715,CT715,C2386,PM,Monthly,2024-01-24,Active
S716,CT716,C2390,PM,Monthly,2024-02-10,Active
S717,CT717,C2391,PM,Monthly,2024-01-24,Active
S718,CT718,C2398,BY,Yearly,2024-02-06,Active
S719,CT719,C2402,PY,Yearly,2024-02-10,Active
S720,CT720,C2406,BM,Monthly,2024-02-08,Active
S721,CT721,C2410,PY,Yearly,2024-02-14,Active
S722,CT722,C2411,BY,Yearly,2024-02-28,Active
S723,CT723,C2418,PM,Monthly,2024-01-18,Active
S724,CT724,C2424,BM,Monthly,2024-03-01,Active
S725,CT725,C2425,BY,Yearly,2024-01-17,Active
S726,CT726,C2430,BY,Yearly,2024-02-25,Active
S727,CT727,C2431,PY,Yearly,2024-01-21,Active
S728,CT728,C2433,PM,Monthly,2024-02-28,Active
S729,CT729,C2434,BY,Yearly,2024-02-04,Active
S730,CT730,C2435,PM,Monthly,2024-02-07,Active
S731,CT731,C2436,PY,Yearly,2024-01-25,Active
S732,CT732,C2441,BM,Monthly,2024-01-17,Active
S733,CT733,C2442,PM,Monthly,2024-01-27,Active
S734,CT734,C2445,PY,Yearly,2024-02-03,Active
S735,CT735,C2447,BM,Monthly,2024-02-18,Active
S736,CT736,C2459,BM,Monthly,2024-01-12,Active
S737,CT737,C2461,PY,Yearly,2024-01-03,Active
S738,CT738,C2463,BY,Yearly,2024-02-06,Active
S739,CT739,C2467,PY,Yearly,2024-01-11,Active
S740,CT740,C2470,PY,Yearly,2024-01-12,Active
S741,CT741,C2471,PY,Yearly,2024-02-24,Active
S742,CT742,C2475,PY,Yearly,2024-02-07,Active
S743,CT743,C2478,PY,Yearly,2024-02-26,Active
S744,CT744,C2481,BM,Monthly,2024-01-23,Active
S745,CT745,C2483,BM,Monthly,2024-01-27,Active
S746,CT746,C2484,PY,Yearly,2024-02-28,Active
S747,CT747,C2493,PY,Yearly,2024-01-12,Active
S748,CT748,C2494,PY,Yearly,2024-01-14,Active
S749,CT749,C2495,BM,Monthly,2024-02-09,Active
S750,CT750,C2498,PM,Monthly,2024-02-01,Active
S751,CT751,C2500,PY,Yearly,2024-01-10,Active
S752,CT752,C2502,BY,Yearly,2024-02-05,Active
S753,CT753,C2507,BM,Monthly,2024-02-11,Active
S754,CT754,C2508,PM,Monthly,2024-02-18,Active
S755,CT755,C2509,PY,Yearly,2024-02-01,Active
S756,CT756,C2512,BM,Monthly,2024-02-23,Active
S757,CT757,C2514,PY,Yearly,2024-01-15,Active
S758,CT758,C2515,BM,Monthly,2024-02-10,Active
S759,CT759,C2521,BM,Monthly,2024-02-09,Active
S760,CT760,C2526,PY,Yearly,2024-02-01,Active
S761,CT761,C2531,PM,Monthly,2024-01-07,Active
S762,CT762,C2533,PY,Yearly,2024-02-08,Active
S763,CT763,C2534,PM,Monthly,2024-01-17,Active
S764,CT764,C2536,BY,Yearly,2024-02-04,Active
S765,CT765,C2539,PY,Yearly,2024-01-24,Active
S766,CT766,C2545,PM,Monthly,2024-02-12,Active
S767,CT767,C2550,BY,Yearly,2024-02-07,Active
S768,CT768,C2554,PY,Yearly,2024-02-01,Active
S769,CT769,C2560,PM,Monthly,2024-01-24,Active
S770,CT770,C2562,PY,Yearly,2024-03-02,Active
S771,CT771,C2565,PM,Monthly,2024-03-02,Active
S772,CT772,C2568,PM,Monthly,2024-02-14,Active
S773,CT773,C2574,BM,Monthly,2024-01-23,Active
S774,CT774,C2576,PM,Monthly,2024-02-24,Active
S775,CT775,C2581,PM,Monthly,2024-01-16,Active
S776,CT776,C2582,BY,Yearly,2024-01-27,Active
S777,CT777,C2583,PM,Monthly,2024-01-31,Active
S778,CT778,C2586,PM,Monthly,2024-02-09,Active
S779,CT779,C2588,PM,Monthly,2024-01-17,Active
S780,CT780,C2590,BY,Yearly,2024-02-10,Active
S781,CT781,C2591,PM,Monthly,2024-02-23,Active
S782,CT782,C2593,BY,Yearly,2024-01-04,Active
S783,CT783,C2594,PY,Yearly,2024-02-23,Active
S784,CT784,C2595,BM,Monthly,2024-01-30,Active
S785,CT785,C2598,BM,Monthly,2024-02-18,Active
S786,CT786,C2604,BM,Monthly,2024-01-23,Active
S787,CT787,C2606,BY,Yearly,2024-02-10,Active
S788,CT788,C2608,BM,Monthly,2024-02-18,Active
S789,CT789,C2609,PM,Monthly,2024-01-25,Active
S790,CT790,C2610,PY,Yearly,2024-01-20,Active
S791,CT791,C2611,PY,Yearly,2024-01-04,Active
S792,CT792,C2613,PM,Monthly,2024-02-12,Active
S793,CT793,C2618,BY,Yearly,2024-01-16,Active
S794,CT794,C2622,BY,Yearly,2024-03-03,Active
S795,CT795,C2623,PY,Yearly,2024-01-10,Active
S796,CT796,C2627,PM,Monthly,2024-01-11,Active
S797,CT797,C2633,BM,Monthly,2024-02-25,Active
S798,CT798,C2645,BM,Monthly,2024-02-29,Active
S799,CT799,C2652,BM,Monthly,2024-01-07,Active
S800,CT800,C2654,BM,Monthly,2024-01-02,Active
S801,CT801,C2656,BM,Monthly,2024-02-04,Active
S802,CT802,C2660,PY,Yearly,2024-02-26,Active
S803,CT803,C2670,BY,Yearly,2024-01-10,Active
S804,CT804,C2671,BY,Yearly,2024-01-24,Active
S805,CT805,C2672,PY,Yearly,2024-02-19,Active
S806,CT806,C2677,BM,Monthly,2024-01-19,Active
S807,CT807,C2687,BY,Yearly,2024-02-21,Active
S808,CT808,C2689,BM,Monthly,2024-02-10,Active
S809,CT809,C2695,PY,Yearly,2024-03-01,Active
S810,CT810,C2698,PY,Yearly,2024-01-27,Active
S811,CT811,C2704,BM,Monthly,2024-02-24,Active
S812,CT812,C2706,PM,Monthly,2024-01-14,Active
S813,CT813,C2709,PY,Yearly,2024-02-02,Active
S814,CT814,C2712,BY,Yearly,2024-02-16,Active
S815,CT815,C2715,PM,Monthly,2024-02-15,Active
S816,CT816,C2716,BY,Yearly,2024-01-04,Active
S817,CT817,C2720,PM,Monthly,2024-02-26,Active
S818,CT818,C2726,PM,Monthly,2024-01-16,Active
S819,CT819,C2733,PY,Yearly,2024-01-20,Active
S820,CT820,C2735,PY,Yearly,2024-02-11,Active
S821,CT821,C2736,PM,Monthly,2024-02-25,Active
S822,CT822,C2740,PM,Monthly,2024-01-20,Active
S823,CT823,C2746,PM,Monthly,2024-01-25,Active
S824,CT824,C2749,PM,Monthly,2024-01-16,Active
S825,CT825,C2750,PM,Monthly,2024-01-15,Active
S826,CT826,C2752,BM,Monthly,2024-01-07,Active
S827,CT827,C2757,BM,Monthly,2024-02-27,Active
S828,CT828,C2759,PM,Monthly,2024-01-14,Active
S829,CT829,C2760,BY,Yearly,2024-02-04,Active
S830,CT830,C2765,BM,Monthly,2024-01-31,Active
S831,CT831,C2768,BY,Yearly,2024-01-25,Active
S832,CT832,C2770,BM,Monthly,2024-02-23,Active
S833,CT833,C2771,BY,Yearly,2024-01-19,Active
S834,CT834,C2772,BM,Monthly,2024-01-18,Active
S835,CT835,C2773,PY,Yearly,2024-01-04,Active
S836,CT836,C2775,PY,Yearly,2024-01-22,Active
S837,CT837,C2776,PY,Yearly,2024-02-25,Active
S838,CT838,C2778,BY,Yearly,2024-02-19,Active
S839,CT839,C2779,BY,Yearly,2024-02-13,Active
S840,CT840,C2780,BY,Yearly,2024-01-24,Active
S841,CT841,C2789,PM,Monthly,2024-01-16,Active
S842,CT842,C2790,PY,Yearly,2024-01-22,Active
S843,CT843,C2792,BM,Monthly,2024-02-07,Active
S844,CT844,C2793,BM,Monthly,2024-01-16,Active
S845,CT845,C2794,BM,Monthly,2024-02-20,Active
S846,CT846,C2795,PY,Yearly,2024-02-14,Active
S847,CT847,C2796,PY,Yearly,2024-01-31,Active
S848,CT848,C2797,BY,Yearly,2024-02-15,Active
S849,CT849,C2798,PY,Yearly,2024-02-06,Active
S850,CT850,C2803,PY,Yearly,2024-01-31,Active
S851,CT851,C2816,PY,Yearly,2024-03-01,Active
S852,CT852,C2820,PM,Monthly,2024-01-06,Active
S853,CT853,C2821,PY,Yearly,2024-02-05,Active
S854,CT854,C2822,BY,Yearly,2024-03-01,Active
S855,CT855,C2823,BM,Monthly,2024-02-09,Active
S856,CT856,C2827,PM,Monthly,2024-02-12,Active
S857,CT857,C2835,BY,Yearly,2024-02-26,Active
S858,CT858,C2839,BM,Monthly,2024-01-27,Active
S859,CT859,C2848,PY,Yearly,2024-02-07,Active
S860,CT860,C2853,BY,Yearly,2024-02-25,Active
S861,CT861,C2857,PM,Monthly,2024-01-30,Active
S862,CT862,C2867,PY,Yearly,2024-01-13,Active
S863,CT863,C2868,PM,Monthly,2024-03-02,Active
S864,CT864,C2870,BY,Yearly,2024-03-01,Active
S865,CT865,C2871,PY,Yearly,2024-01-28,Active
S866,CT866,C2876,PM,Monthly,2024-01-05,Active
S867,CT867,C2877,PM,Monthly,2024-02-10,Active
S868,CT868,C2880,PY,Yearly,2024-01-30,Active
S869,CT869,C2883,BM,Monthly,2024-02-15,Active
S870,CT870,C2886,BM,Monthly,2024-02-07,Active
S871,CT871,C2889,BM,Monthly,2024-01-10,Active
S872,CT872,C2890,BY,Yearly,2024-01-27,Active
S873,CT873,C2892,BY,Yearly,2024-02-27,Active
S874,CT874,C2893,PM,Monthly,2024-02-18,Active
S875,CT875,C2894,BM,Monthly,2024-02-11,Active
S876,CT876,C2895,BY,Yearly,2024-01-07,Active
S877,CT877,C2896,BY,Yearly,2024-02-18,Active
S878,CT878,C2899,PM,Monthly,2024-03-01,Active
S879,CT879,C2908,BM,Monthly,2024-01-25,Active
S880,CT880,C2912,BM,Monthly,2024-02-05,Active
S881,CT881,C2913,PM,Monthly,2024-01-23,Active
S882,CT882,C2916,BM,Monthly,2024-02-11,Active
S883,CT883,C2922,PY,Yearly,2024-02-14,Active
S884,CT884,C2924,BM,Monthly,2024-01-31,Active
S885,CT885,C2925,PM,Monthly,2024-02-14,Active
S886,CT886,C2927,PY,Yearly,2024-02-02,Active
S887,CT887,C2944,BY,Yearly,2024-01-18,Active
S888,CT888,C2945,PY,Yearly,2024-01-21,Active
S889,CT889,C2955,PM,Monthly,2024-03-01,Active
S890,CT890,C2957,BM,Monthly,2024-02-12,Active
S891,CT891,C2958,BY,Yearly,2024-01-18,Active
S892,CT892,C2961,BY,Yearly,2024-01-17,Active
S893,CT893,C2967,BM,Monthly,2024-02-17,Active
S894,CT894,C2971,PY,Yearly,2024-03-02,Active
S895,CT895,C2974,BY,Yearly,2024-02-20,Active
S896,CT896,C2988,BY,Yearly,2024-01-05,Active
S897,CT897,C2990,PY,Yearly,2024-01-04,Active
S898,CT898,C2993,PM,Monthly,2024-02-27,Active
S899,CT899,C2994,PM,Monthly,2024-02-14,Active
S900,CT900,C2996,BM,Monthly,2024-01-07,Active
S901,CT901,C3001,PY,Yearly,2024-01-15,Active
S902,CT902,C3002,PM,Monthly,2024-02-12,Active
S903,CT903,C3009,PY,Yearly,2024-02-09,Active
S904,CT904,C3010,BM,Monthly,2024-01-29,Active
S905,CT905,C3012,PY,Yearly,2024-01-04,Active
S906,CT906,C3013,BM,Monthly,2024-01-19,Active
S907,CT907,C3016,PY,Yearly,2024-01-25,Active
S908,CT908,C3017,BY,Yearly,2024-01-26,Active
S909,CT909,C3020,BY,Yearly,2024-02-09,Active
S910,CT910,C3022,PM,Monthly,2024-02-28,Active
S911,CT911,C3026,BY,Yearly,2024-01-15,Active
S912,CT912,C3033,BY,Yearly,2024-02-21,Active
S913,CT913,C3036,BY,Yearly,2024-02-09,Active
S914,CT914,C3039,BY,Yearly,2024-01-27,Active
S915,CT915,C3040,BY,Yearly,2024-02-27,Active
S916,CT916,C3046,BY,Yearly,2024-02-05,Active
S917,CT917,C3059,BY,Yearly,2024-02-08,Active
S918,CT918,C3067,BM,Monthly,2024-01-28,Active
S919,CT919,C3069,PY,Yearly,2024-02-07,Active
S920,CT920,C3071,BM,Monthly,2024-02-09,Active
S921,CT921,C3074,BY,Yearly,2024-01-08,Active
S922,CT922,C3075,BY,Yearly,2024-02-03,Active
S923,CT923,C3078,BY,Yearly,2024-02-20,Active
S924,CT924,C3079,BM,Monthly,2024-02-03,Active
S925,CT925,C3085,PM,Monthly,2024-02-07,Active
S926,CT926,C3089,PY,Yearly,2024-02-07,Active
S927,CT927,C3091,PY,Yearly,2024-01-29,Active
S928,CT928,C3095,BM,Monthly,2024-01-21,Active
S929,CT929,C3097,PY,Yearly,2024-02-21,Active
S930,CT930,C3099,PM,Monthly,2024-01-05,Active
S931,CT931,C3103,BY,Yearly,2024-02-02,Active
S932,CT932,C3108,PY,Yearly,2024-01-03,Active
S933,CT933,C3109,BM,Monthly,2024-02-01,Active
S934,CT934,C3112,BY,Yearly,2024-01-30,Active
S935,CT935,C3114,PY,Yearly,2024-02-28,Active
S936,CT936,C3115,PM,Monthly,2024-02-24,Active
S937,CT937,C3121,PY,Yearly,2024-02-05,Active
S938,CT938,C3122,BM,Monthly,2024-02-22,Active
S939,CT939,C3126,PY,Yearly,2024-02-02,Active
S940,CT940,C3127,PM,Monthly,2024-02-03,Active
S941,CT941,C3130,PY,Yearly,2024-01-20,Active
S942,CT942,C3132,BY,Yearly,2024-03-04,Active
S943,CT943,C3140,BY,Yearly,2024-02-04,Active
S944,CT944,C3142,BM,Monthly,2024-01-16,Active
S945,CT945,C3144,BM,Monthly,2024-01-24,Active
S946,CT946,C3146,PY,Yearly,2024-01-17,Active
S947,CT947,C3150,BM,Monthly,2024-02-02,Active
S948,CT948,C3154,BM,Monthly,2024-02-04,Active
S949,CT949,C3155,BY,Yearly,2024-01-13,Active
S950,CT950,C3158,BY,Yearly,2024-02-04,Active
S951,CT951,C3163,PM,Monthly,2024-01-16,Active
S952,CT952,C3166,BM,Monthly,2024-02-19,Active
S953,CT953,C3170,PY,Yearly,2024-02-16,Active
S954,CT954,C3171,BY,Yearly,2024-01-18,Active
S955,CT955,C3172,BY,Yearly,2024-03-04,Active
S956,CT956,C3174,PM,Monthly,2024-01-16,Active
S957,CT957,C3181,BM,Monthly,2024-01-02,Active
S958,CT958,C3183,BY,Yearly,2024-01-14,Active
S959,CT959,C3188,PY,Yearly,2024-02-14,Active
S960,CT960,C3194,BM,Monthly,2024-02-17,Active
S961,CT961,C3196,PY,Yearly,2024-01-29,Active
S962,CT962,C3198,BM,Monthly,2024-01-10,Active
S963,CT963,C3210,BM,Monthly,2024-01-24,Active
S964,CT964,C3212,PY,Yearly,2024-02-16,Active
S965,CT965,C3222,PY,Yearly,2024-01-14,Active
S966,CT966,C3224,BY,Yearly,2024-01-07,Active
S967,CT967,C3226,PY,Yearly,2024-02-10,Active
S968,CT968,C3228,PM,Monthly,2024-02-12,Active
S969,CT969,C3230,PM,Monthly,2024-01-11,Active
S970,CT970,C3233,BY,Yearly,2024-02-14,Active
S971,CT971,C3235,PM,Monthly,2024-02-24,Active
