subscription_id,event_type,month,plan_id,start_month,end_month
S6524,cancel,7.0,,,
S6528,cancel,8.0,,,
S6529,cancel,10.0,,,
S6530,cancel,8.0,,,
S6531,cancel,7.0,,,
S6533,downgrade,3.0,BM,,
S6537,pause,,,7.0,9.0
S6537,cancel,8.0,,,
S6540,cancel,11.0,,,
S6541,downgrade,5.0,BM,,
S6542,pause,,,3.0,4.0
S6544,pause,,,5.0,6.0
S6544,cancel,10.0,,,
S6547,cancel,5.0,,,
S6548,downgrade,4.0,BM,,
S6549,pause,,,6.0,7.0
S6551,cancel,10.0,,,
S6553,pause,,,3.0,5.0
S6554,pause,,,4.0,5.0
S6556,pause,,,7.0,9.0
S6557,cancel,5.0,,,
S6559,pause,,,3.0,5.0
S6560,downgrade,9.0,BM,,
S6560,pause,,,4.0,6.0
S6562,cancel,8.0,,,
S6563,downgrade,4.0,BM,,
S6568,downgrade,4.0,BM,,
S6568,pause,,,7.0,8.0
S6570,downgrade,6.0,BM,,
S6571,cancel,8.0,,,
S6572,downgrade,8.0,BM,,
S6573,cancel,5.0,,,
S6576,pause,,,4.0,6.0
S6579,downgrade,9.0,BM,,
S6581,pause,,,4.0,6.0
S6582,cancel,7.0,,,
S6583,pause,,,6.0,7.0
S6589,downgrade,8.0,BM,,
S6594,pause,,,4.0,5.0
S6595,downgrade,8.0,BM,,
S6595,pause,,,4.0,5.0
S6596,cancel,11.0,,,
S6598,pause,,,5.0,6.0
S6598,cancel,11.0,,,
S6599,pause,,,5.0,6.0
S6600,cancel,10.0,,,
S6602,downgrade,6.0,BM,,
S6602,cancel,11.0,,,
S6603,cancel,6.0,,,
S6606,downgrade,7.0,BM,,
S6606,pause,,,7.0,8.0
S6610,pause,,,5.0,7.0
S6619,pause,,,5.0,6.0
S6619,cancel,9.0,,,
S6621,downgrade,5.0,BM,,
S6623,pause,,,3.0,5.0
S6624,downgrade,7.0,BM,,
S6625,pause,,,4.0,6.0
S6626,pause,,,5.0,6.0
S6628,pause,,,6.0,7.0
S6634,pause,,,5.0,7.0
S6635,pause,,,4.0,5.0
S6636,pause,,,3.0,4.0
S6639,downgrade,6.0,BM,,
S6641,downgrade,3.0,BM,,
S6642,pause,,,7.0,9.0
S6647,pause,,,4.0,5.0
S6650,downgrade,4.0,BM,,
S6651,downgrade,4.0,BM,,
S6654,downgrade,5.0,BM,,
S6655,downgrade,8.0,BM,,
S6656,downgrade,8.0,BM,,
S6656,pause,,,6.0,7.0
S6657,cancel,11.0,,,
S6659,pause,,,7.0,8.0
S6660,downgrade,5.0,BM,,
S6660,cancel,9.0,,,
S6662,downgrade,5.0,BM,,
S6662,pause,,,3.0,4.0
S6662,cancel,6.0,,,
S6666,pause,,,7.0,8.0
S6670,downgrade,8.0,BM,,
S6671,pause,,,5.0,7.0
S6673,cancel,8.0,,,
S6675,pause,,,7.0,8.0
S6680,downgrade,6.0,BM,,
S6683,downgrade,8.0,BM,,
S6684,pause,,,6.0,7.0
S6685,cancel,9.0,,,
S6690,cancel,10.0,,,
S6692,pause,,,4.0,5.0
S6693,downgrade,3.0,BM,,
S6694,downgrade,6.0,BM,,
S6694,cancel,9.0,,,
S6696,downgrade,3.0,BM,,
S6696,pause,,,5.0,6.0
S6697,pause,,,6.0,8.0
S6699,downgrade,5.0,BM,,
S6699,pause,,,4.0,5.0
S6702,pause,,,3.0,5.0
S6702,cancel,5.0,,,
S6704,pause,,,6.0,8.0
S6704,cancel,6.0,,,
S6705,downgrade,8.0,BM,,
S6706,pause,,,7.0,8.0
S6708,pause,,,7.0,9.0
S6709,pause,,,5.0,6.0
S6711,pause,,,4.0,6.0
S6712,downgrade,7.0,BM,,
S6718,downgrade,5.0,BM,,
S6719,downgrade,4.0,BM,,
S6722,downgrade,6.0,BM,,
S6726,downgrade,8.0,BM,,
S6730,downgrade,6.0,BM,,
S6730,cancel,9.0,,,
S6734,pause,,,3.0,5.0
S6741,downgrade,7.0,BM,,
S6742,downgrade,4.0,BM,,
S6742,pause,,,4.0,5.0
S6746,downgrade,8.0,BM,,
S6749,downgrade,8.0,BM,,
S6749,pause,,,6.0,7.0
S6750,pause,,,5.0,6.0
S6751,pause,,,4.0,6.0
S6757,pause,,,3.0,4.0
S6759,pause,,,7.0,9.0
S6763,cancel,6.0,,,
S6766,pause,,,4.0,5.0
S6770,downgrade,9.0,BM,,
S6774,downgrade,4.0,BM,,
S6774,cancel,5.0,,,
S6775,cancel,11.0,,,
S6789,downgrade,6.0,BM,,
S6792,downgrade,6.0,BM,,
S6795,pause,,,7.0,9.0
S6796,pause,,,5.0,6.0
S6800,downgrade,3.0,BM,,
S6800,pause,,,5.0,6.0
S6804,downgrade,7.0,BM,,
S6804,pause,,,5.0,7.0
S6807,pause,,,5.0,7.0
S6808,pause,,,4.0,5.0
S6809,pause,,,5.0,6.0
S6812,downgrade,9.0,BM,,
S6815,pause,,,4.0,5.0
S6816,pause,,,3.0,4.0
S6817,downgrade,5.0,BM,,
S6817,cancel,6.0,,,
S6826,cancel,6.0,,,
S6827,downgrade,7.0,BM,,
S6830,pause,,,3.0,5.0
S6831,pause,,,3.0,5.0
S6833,downgrade,7.0,BM,,
S6836,pause,,,5.0,6.0
S6839,cancel,7.0,,,
S6843,downgrade,4.0,BM,,
S6844,pause,,,4.0,5.0
S6845,downgrade,8.0,BM,,
S6847,downgrade,5.0,BM,,
S6849,downgrade,8.0,BM,,
S6850,pause,,,5.0,7.0
S6851,pause,,,5.0,6.0
S6853,pause,,,7.0,8.0
S6855,downgrade,6.0,BM,,
S6856,downgrade,9.0,BM,,
S6857,downgrade,9.0,BM,,
S6859,downgrade,5.0,BM,,
S6859,pause,,,7.0,9.0
S6860,pause,,,3.0,4.0
S6862,downgrade,7.0,BM,,
S6864,pause,,,6.0,7.0
S6865,downgrade,5.0,BM,,
S6866,downgrade,6.0,BM,,
S6868,downgrade,8.0,BM,,
S6874,downgrade,5.0,BM,,
S6875,pause,,,3.0,4.0
S6879,downgrade,4.0,BM,,
S6881,downgrade,5.0,BM,,
S6881,pause,,,6.0,8.0
S6885,downgrade,5.0,BM,,
S6886,downgrade,5.0,BM,,
S6886,cancel,7.0,,,
S6888,cancel,9.0,,,
S6890,cancel,5.0,,,
S6896,downgrade,3.0,BM,,
S6900,downgrade,7.0,BM,,
S6901,cancel,7.0,,,
S6906,downgrade,3.0,BM,,
S6906,pause,,,6.0,8.0
S6909,pause,,,3.0,4.0
S6910,downgrade,7.0,BM,,
S6913,downgrade,7.0,BM,,
S6914,downgrade,3.0,BM,,
S6917,downgrade,4.0,BM,,
S6920,cancel,7.0,,,
S6922,cancel,11.0,,,
S6923,pause,,,4.0,6.0
S6929,pause,,,6.0,7.0
S6930,cancel,9.0,,,
S6933,pause,,,4.0,6.0
S6937,pause,,,4.0,5.0
S6940,pause,,,3.0,4.0
S6941,pause,,,3.0,4.0
S6942,downgrade,9.0,BM,,
S6942,cancel,11.0,,,
S6945,downgrade,9.0,BM,,
S6946,pause,,,7.0,8.0
S6946,cancel,9.0,,,
S6948,pause,,,5.0,7.0
S6948,cancel,9.0,,,
S6953,cancel,5.0,,,
S6954,downgrade,3.0,BM,,
S6954,pause,,,6.0,7.0
S6955,downgrade,7.0,BM,,
S6956,downgrade,8.0,BM,,
S6957,downgrade,8.0,BM,,
S6960,downgrade,9.0,BM,,
S6960,pause,,,5.0,7.0
S6961,downgrade,3.0,BM,,
S6965,pause,,,5.0,6.0
S6968,pause,,,3.0,5.0
S6970,downgrade,4.0,BM,,
S6974,pause,,,5.0,7.0
S6974,cancel,10.0,,,
S6976,downgrade,5.0,BM,,
S6976,pause,,,5.0,7.0
S6978,downgrade,7.0,BM,,
S6978,pause,,,3.0,5.0
S6978,cancel,5.0,,,
S6979,pause,,,3.0,5.0
S6982,cancel,5.0,,,
S6983,downgrade,8.0,BM,,
S6988,pause,,,6.0,8.0
S6989,pause,,,5.0,6.0
S6992,downgrade,6.0,BM,,
S6993,downgrade,8.0,BM,,
S6994,pause,,,5.0,6.0
S6997,pause,,,6.0,8.0
S6997,cancel,7.0,,,
S7000,downgrade,5.0,BM,,
S7000,pause,,,6.0,7.0
S7003,downgrade,6.0,BM,,
S7005,downgrade,4.0,BM,,
S7007,pause,,,6.0,7.0
S7011,downgrade,4.0,BM,,
S7012,cancel,10.0,,,
S7014,cancel,9.0,,,
S7016,cancel,11.0,,,
S7017,pause,,,7.0,9.0
S7018,cancel,11.0,,,
S7020,downgrade,5.0,BM,,
S7021,pause,,,6.0,7.0
S7023,downgrade,5.0,BM,,
S7023,pause,,,7.0,8.0
S7024,pause,,,6.0,8.0
S7031,cancel,6.0,,,
S7036,downgrade,4.0,BM,,
S7036,pause,,,4.0,6.0
S7039,downgrade,3.0,BM,,
S7039,pause,,,7.0,9.0
S7042,pause,,,6.0,7.0
S7043,downgrade,7.0,BM,,
S7047,pause,,,3.0,5.0
S7048,downgrade,4.0,BM,,
S7048,pause,,,7.0,9.0
S7049,pause,,,7.0,8.0
S7056,downgrade,8.0,BM,,
S7060,cancel,11.0,,,
S7061,pause,,,4.0,6.0
S7065,pause,,,3.0,4.0
S7066,cancel,10.0,,,
S7067,downgrade,5.0,BM,,
S7068,pause,,,4.0,5.0
S7069,downgrade,5.0,BM,,
S7070,downgrade,6.0,BM,,
S7071,downgrade,5.0,BM,,
S7074,cancel,10.0,,,
S7077,pause,,,3.0,5.0
S7078,downgrade,5.0,BM,,
S7078,cancel,11.0,,,
S7081,downgrade,9.0,BM,,
S7084,downgrade,8.0,BM,,
S7086,pause,,,6.0,7.0
S7088,downgrade,3.0,BM,,
S7091,downgrade,5.0,BM,,
S7095,pause,,,5.0,7.0
S7096,downgrade,9.0,BM,,
S7096,pause,,,7.0,9.0
S7102,downgrade,3.0,BM,,
S7104,downgrade,7.0,BM,,
S7105,pause,,,6.0,8.0
S7106,cancel,10.0,,,
S7108,pause,,,4.0,5.0
S7109,pause,,,3.0,4.0
S7110,pause,,,4.0,6.0
S7111,downgrade,8.0,BM,,
S7113,pause,,,3.0,5.0
S7115,cancel,10.0,,,
S7120,cancel,5.0,,,
S7125,downgrade,7.0,BM,,
S7125,pause,,,7.0,8.0
S7128,downgrade,3.0,BM,,
S7129,pause,,,6.0,7.0
S7131,downgrade,5.0,BM,,
S7137,downgrade,9.0,BM,,
S7137,pause,,,7.0,9.0
S7138,pause,,,3.0,5.0
S7139,pause,,,3.0,5.0
S7139,cancel,9.0,,,
S7141,pause,,,7.0,9.0
S7145,pause,,,5.0,6.0
S7148,downgrade,3.0,BM,,
S7151,pause,,,3.0,4.0
S7152,pause,,,4.0,5.0
S7154,downgrade,3.0,BM,,
S7156,pause,,,6.0,7.0
S7159,cancel,9.0,,,
S7163,downgrade,8.0,BM,,
S7167,pause,,,5.0,6.0
S7168,pause,,,3.0,4.0
S7169,downgrade,9.0,BM,,
S7170,downgrade,6.0,BM,,
S7171,downgrade,7.0,BM,,
S7172,downgrade,9.0,BM,,
S7174,downgrade,4.0,BM,,
S7175,downgrade,3.0,BM,,
S7179,downgrade,5.0,BM,,
S7180,cancel,8.0,,,
S7183,pause,,,7.0,9.0
S7186,pause,,,6.0,8.0
S7186,cancel,8.0,,,
S7188,pause,,,7.0,9.0
S7189,cancel,11.0,,,
S7194,cancel,9.0,,,
S7197,downgrade,8.0,BM,,
S7198,downgrade,3.0,BM,,
S7201,downgrade,6.0,BM,,
S7201,pause,,,4.0,5.0
S7203,downgrade,5.0,BM,,
S7204,pause,,,4.0,6.0
S7205,downgrade,9.0,BM,,
S7207,downgrade,6.0,BM,,
S7207,pause,,,3.0,4.0
S7210,pause,,,6.0,8.0
S7211,pause,,,7.0,8.0
S7212,pause,,,4.0,5.0
S7213,pause,,,3.0,4.0
S7222,downgrade,8.0,BM,,
S7223,downgrade,9.0,BM,,
S7227,pause,,,5.0,6.0
S7227,cancel,11.0,,,
S7229,downgrade,3.0,BM,,
S7232,pause,,,4.0,5.0
S7233,pause,,,7.0,8.0
S7233,cancel,7.0,,,
S7234,downgrade,4.0,BM,,
S7234,pause,,,4.0,5.0
S7235,downgrade,5.0,BM,,
S7242,cancel,5.0,,,
S7246,downgrade,3.0,BM,,
S7246,pause,,,3.0,5.0
S7247,cancel,7.0,,,
S7248,pause,,,3.0,5.0
S7249,downgrade,3.0,BM,,
S7251,pause,,,7.0,8.0
S7251,cancel,9.0,,,
S7253,pause,,,3.0,4.0
S7253,cancel,5.0,,,
S7256,pause,,,3.0,4.0
S7257,pause,,,3.0,4.0
S7258,pause,,,4.0,5.0
S7260,pause,,,3.0,4.0
S7264,downgrade,4.0,BM,,
S7264,pause,,,3.0,5.0
S7269,downgrade,5.0,BM,,
S7272,pause,,,4.0,6.0
S7273,pause,,,3.0,5.0
S7273,cancel,6.0,,,
S7275,downgrade,4.0,BM,,
S7276,pause,,,6.0,7.0
S7277,downgrade,3.0,BM,,
S7277,cancel,10.0,,,
S7279,downgrade,4.0,BM,,
S7281,downgrade,9.0,BM,,
S7284,cancel,5.0,,,
S7286,pause,,,3.0,5.0
S7288,pause,,,3.0,4.0
S7292,pause,,,6.0,8.0
S7293,pause,,,7.0,9.0
S7294,pause,,,6.0,7.0
S7296,downgrade,5.0,BM,,
S7298,pause,,,7.0,8.0
S7303,cancel,10.0,,,
S7305,pause,,,7.0,8.0
S7307,cancel,9.0,,,
S7311,pause,,,5.0,7.0
S7315,cancel,10.0,,,
S7319,downgrade,5.0,BM,,
S7321,downgrade,9.0,BM,,
S7324,pause,,,7.0,8.0
S7332,downgrade,6.0,BM,,
S7332,cancel,6.0,,,
S7333,downgrade,6.0,BM,,
S7333,pause,,,5.0,6.0
S7337,downgrade,3.0,BM,,
S7337,cancel,6.0,,,
S7342,pause,,,6.0,8.0
S7342,cancel,10.0,,,
S7345,downgrade,7.0,BM,,
S7345,pause,,,6.0,7.0
S7348,pause,,,4.0,5.0
S7350,pause,,,7.0,9.0
S7355,downgrade,8.0,BM,,
S7356,downgrade,6.0,BM,,
S7357,pause,,,7.0,8.0
S7358,downgrade,8.0,BM,,
S7362,pause,,,4.0,5.0
S7366,downgrade,9.0,BM,,
S7367,downgrade,5.0,BM,,
S7367,pause,,,3.0,5.0
S7369,pause,,,7.0,9.0
S7371,downgrade,9.0,BM,,
S7372,downgrade,9.0,BM,,
S7375,cancel,7.0,,,
S7376,cancel,6.0,,,
S7377,downgrade,7.0,BM,,
S7379,downgrade,3.0,BM,,
S7379,pause,,,5.0,6.0
S7380,pause,,,3.0,5.0
S7382,downgrade,6.0,BM,,
S7383,downgrade,9.0,BM,,
S7385,downgrade,8.0,BM,,
S7385,pause,,,3.0,5.0
S7386,cancel,6.0,,,
S7388,pause,,,3.0,4.0
S7389,cancel,5.0,,,
S7390,downgrade,7.0,BM,,
S7391,pause,,,7.0,9.0
S7392,pause,,,3.0,4.0
S7392,cancel,7.0,,,
S7395,pause,,,7.0,9.0
S7402,downgrade,9.0,BM,,
S7403,cancel,5.0,,,
S7405,pause,,,5.0,6.0
S7408,downgrade,7.0,BM,,
S7408,pause,,,7.0,9.0
S7409,cancel,11.0,,,
S7416,downgrade,5.0,BM,,
S7418,downgrade,7.0,BM,,
S7418,pause,,,7.0,8.0
S7419,cancel,8.0,,,
S7422,downgrade,3.0,BM,,
S7426,pause,,,6.0,7.0
S7427,downgrade,6.0,BM,,
S7427,pause,,,6.0,7.0
S7429,cancel,11.0,,,
S7431,pause,,,6.0,8.0
S7433,downgrade,3.0,BM,,
S7435,downgrade,4.0,BM,,
S7435,pause,,,4.0,6.0
S7438,cancel,8.0,,,
S7439,pause,,,5.0,7.0
S7441,pause,,,5.0,7.0
S7442,downgrade,6.0,BM,,
S7446,downgrade,5.0,BM,,
S7447,downgrade,3.0,BM,,
S7447,pause,,,6.0,7.0
S7450,cancel,8.0,,,
S7451,downgrade,7.0,BM,,
S7456,downgrade,8.0,BM,,
S7458,cancel,5.0,,,
S7461,pause,,,3.0,4.0
S7462,cancel,9.0,,,
S7465,downgrade,5.0,BM,,
S7467,pause,,,7.0,8.0
S7471,cancel,7.0,,,
S7475,pause,,,7.0,9.0
S7477,downgrade,3.0,BM,,
S7478,downgrade,4.0,BM,,
S7480,pause,,,4.0,5.0
S7480,cancel,7.0,,,
S7489,downgrade,4.0,BM,,
S7490,pause,,,7.0,8.0
S7490,cancel,6.0,,,
S7491,downgrade,9.0,BM,,
S7493,downgrade,6.0,BM,,
S7496,pause,,,7.0,8.0
S7497,downgrade,4.0,BM,,
S7498,downgrade,8.0,BM,,
S7509,pause,,,5.0,7.0
S7510,downgrade,4.0,BM,,
S7515,downgrade,8.0,BM,,
S7518,pause,,,5.0,6.0
S7525,downgrade,8.0,BM,,
S7527,pause,,,5.0,6.0
S7528,pause,,,6.0,7.0
S7530,pause,,,3.0,5.0
S7531,pause,,,6.0,8.0
S7532,pause,,,5.0,7.0
S7536,pause,,,7.0,9.0
S7536,cancel,11.0,,,
S7540,cancel,11.0,,,
S7541,downgrade,7.0,BM,,
S7544,downgrade,6.0,BM,,
S7545,downgrade,9.0,BM,,
S7545,pause,,,3.0,5.0
S7545,cancel,5.0,,,
S7548,downgrade,7.0,BM,,
S7548,pause,,,3.0,5.0
S7550,cancel,7.0,,,
S7551,cancel,7.0,,,
S7554,downgrade,9.0,BM,,
S7554,pause,,,5.0,6.0
S7556,cancel,8.0,,,
S7557,cancel,5.0,,,
S7558,downgrade,8.0,BM,,
S7560,downgrade,5.0,BM,,
S7561,pause,,,4.0,6.0
S7563,pause,,,7.0,8.0
S7564,pause,,,3.0,5.0
S7565,downgrade,6.0,BM,,
S7570,downgrade,9.0,BM,,
S7571,downgrade,7.0,BM,,
S7574,pause,,,3.0,5.0
S7574,cancel,11.0,,,
S7575,cancel,7.0,,,
S7580,downgrade,5.0,BM,,
S7580,cancel,10.0,,,
S7585,downgrade,3.0,BM,,
S7586,pause,,,7.0,8.0
S7589,downgrade,8.0,BM,,
S7589,pause,,,3.0,5.0
S7595,downgrade,8.0,BM,,
S7596,pause,,,6.0,7.0
S7597,pause,,,3.0,4.0
S7598,cancel,11.0,,,
S7600,downgrade,6.0,BM,,
S7602,downgrade,3.0,BM,,
S7603,downgrade,9.0,BM,,
S7606,pause,,,5.0,6.0
S7609,downgrade,5.0,BM,,
S7609,pause,,,5.0,6.0
S7615,pause,,,7.0,8.0
S7618,downgrade,5.0,BM,,
S7618,pause,,,7.0,9.0
S7618,cancel,9.0,,,
S7619,pause,,,4.0,5.0
S7627,pause,,,6.0,8.0
S7637,cancel,9.0,,,
S7640,downgrade,6.0,BM,,
S7643,pause,,,7.0,8.0
S7644,downgrade,5.0,BM,,
S7649,pause,,,3.0,5.0
S7652,pause,,,6.0,7.0
S7653,pause,,,6.0,8.0
S7654,downgrade,9.0,BM,,
S7654,pause,,,3.0,5.0
S7655,downgrade,8.0,BM,,
S7658,downgrade,6.0,BM,,
S7659,pause,,,7.0,8.0
S7661,downgrade,8.0,BM,,
S7662,cancel,7.0,,,
S7665,downgrade,3.0,BM,,
S7665,pause,,,6.0,8.0
S7666,pause,,,4.0,6.0
S7668,pause,,,6.0,7.0
S7670,pause,,,3.0,5.0
S7672,pause,,,6.0,8.0
S7674,cancel,8.0,,,
S7676,pause,,,3.0,4.0
S7678,downgrade,8.0,BM,,
S7678,pause,,,3.0,5.0
S7678,cancel,5.0,,,
S7680,pause,,,5.0,6.0
S7684,pause,,,6.0,7.0
S7690,cancel,6.0,,,
S7693,pause,,,5.0,6.0
S7694,cancel,6.0,,,
S7695,pause,,,6.0,7.0
S7697,pause,,,7.0,8.0
S7698,downgrade,7.0,BM,,
S7699,downgrade,5.0,BM,,
S7700,downgrade,3.0,BM,,
S7700,pause,,,6.0,7.0
S7702,cancel,8.0,,,
S7703,pause,,,3.0,5.0
S7703,cancel,8.0,,,
S7705,downgrade,7.0,BM,,
S7711,cancel,6.0,,,
S7712,pause,,,5.0,7.0
S7712,cancel,6.0,,,
S7713,downgrade,8.0,BM,,
S7715,downgrade,6.0,BM,,
S7715,cancel,5.0,,,
S7719,pause,,,4.0,5.0
S7721,downgrade,6.0,BM,,
S7722,pause,,,5.0,7.0
S7723,pause,,,7.0,9.0
S7724,pause,,,4.0,6.0
S7727,cancel,5.0,,,
S7730,pause,,,7.0,8.0
S7731,downgrade,4.0,BM,,
S7731,pause,,,6.0,8.0
S7731,cancel,11.0,,,
S7732,downgrade,9.0,BM,,
S7733,cancel,5.0,,,
S7735,pause,,,6.0,7.0
S7738,cancel,9.0,,,
S7742,downgrade,9.0,BM,,
S7744,cancel,7.0,,,
S7749,pause,,,5.0,7.0
S7752,pause,,,3.0,5.0
S7754,pause,,,6.0,7.0
S7756,pause,,,6.0,7.0
S7760,downgrade,4.0,BM,,
S7761,downgrade,6.0,BM,,
S7761,pause,,,5.0,7.0
S7763,pause,,,3.0,4.0
S7768,pause,,,4.0,5.0
S7770,downgrade,3.0,BM,,
S7770,pause,,,4.0,6.0
S7776,downgrade,7.0,BM,,
S7778,downgrade,4.0,BM,,
S7778,pause,,,6.0,8.0
S7779,pause,,,7.0,8.0
S7781,downgrade,6.0,BM,,
S7785,downgrade,9.0,BM,,
S7786,downgrade,9.0,BM,,
S7786,cancel,9.0,,,
S7787,pause,,,4.0,6.0
S7787,cancel,10.0,,,
S7791,pause,,,3.0,5.0
S7794,cancel,9.0,,,
S7795,pause,,,3.0,5.0
S7796,downgrade,9.0,BM,,
S7798,cancel,11.0,,,
S7799,cancel,9.0,,,
S7800,pause,,,5.0,7.0
S7800,cancel,7.0,,,
S7804,downgrade,3.0,BM,,
S7808,downgrade,4.0,BM,,
S7810,downgrade,7.0,BM,,
S7812,cancel,10.0,,,
S7814,downgrade,8.0,BM,,
S7816,pause,,,6.0,8.0
S7818,pause,,,7.0,8.0
S7819,pause,,,3.0,4.0
S7823,downgrade,9.0,BM,,
S7825,pause,,,6.0,8.0
S7826,cancel,10.0,,,
S7827,cancel,10.0,,,
S7829,pause,,,5.0,7.0
S7831,pause,,,5.0,7.0
S7831,cancel,5.0,,,
S7833,downgrade,8.0,BM,,
S7833,pause,,,3.0,4.0
S7834,downgrade,7.0,BM,,
S7835,downgrade,9.0,BM,,
S7835,pause,,,4.0,6.0
S7836,downgrade,7.0,BM,,
S7837,pause,,,3.0,5.0
S7839,downgrade,6.0,BM,,
S7840,pause,,,5.0,7.0
S7841,downgrade,9.0,BM,,
S7842,pause,,,5.0,6.0
S7848,cancel,11.0,,,
S7849,cancel,11.0,,,
S7851,pause,,,7.0,9.0
S7852,cancel,5.0,,,
S7853,cancel,5.0,,,
S7854,pause,,,6.0,8.0
S7856,pause,,,7.0,8.0
S7857,pause,,,7.0,8.0
S7858,pause,,,6.0,8.0
S7859,cancel,8.0,,,
S7861,downgrade,5.0,BM,,
S7861,pause,,,6.0,7.0
S7863,pause,,,6.0,8.0
S7864,pause,,,3.0,5.0
S7867,downgrade,9.0,BM,,
S7869,downgrade,8.0,BM,,
S7869,pause,,,6.0,7.0
S7870,downgrade,4.0,BM,,
S7870,pause,,,7.0,9.0
S7873,downgrade,7.0,BM,,
S7874,cancel,5.0,,,
S7879,pause,,,3.0,5.0
S7882,downgrade,7.0,BM,,
S7884,pause,,,5.0,7.0
S7884,cancel,8.0,,,
S7886,downgrade,3.0,BM,,
S7886,cancel,7.0,,,
S7888,pause,,,5.0,7.0
S7890,downgrade,6.0,BM,,
S7894,downgrade,9.0,BM,,
S7897,pause,,,6.0,8.0
S7898,downgrade,7.0,BM,,
S7900,cancel,5.0,,,
S7902,downgrade,3.0,BM,,
S7902,pause,,,5.0,6.0
S7912,cancel,7.0,,,
S7914,cancel,11.0,,,
S7916,downgrade,8.0,BM,,
S7919,downgrade,5.0,BM,,
S7919,pause,,,7.0,9.0
S7920,pause,,,7.0,9.0
S7922,cancel,9.0,,,
S7924,pause,,,4.0,6.0
S7932,downgrade,7.0,BM,,
S7932,pause,,,3.0,5.0
S7934,pause,,,6.0,7.0
S7938,cancel,8.0,,,
S7941,downgrade,9.0,BM,,
S7942,pause,,,3.0,5.0
S7944,downgrade,5.0,BM,,
S7945,pause,,,5.0,7.0
S7946,pause,,,4.0,6.0
S7948,downgrade,4.0,BM,,
S7951,pause,,,4.0,6.0
S7951,cancel,9.0,,,
S7959,downgrade,6.0,BM,,
S7959,pause,,,5.0,7.0
S7966,downgrade,6.0,BM,,
S7967,downgrade,4.0,BM,,
S7969,downgrade,8.0,BM,,
S7970,downgrade,9.0,BM,,
S7971,pause,,,7.0,9.0
S7971,cancel,8.0,,,
S7972,downgrade,6.0,BM,,
S7975,downgrade,4.0,BM,,
S7977,downgrade,6.0,BM,,
S7977,pause,,,7.0,8.0
S7978,downgrade,6.0,BM,,
S7978,pause,,,5.0,7.0
S7980,cancel,6.0,,,
S7982,pause,,,3.0,4.0
S7983,downgrade,3.0,BM,,
S7983,pause,,,7.0,8.0
S7987,pause,,,5.0,7.0
S7992,downgrade,5.0,BM,,
S8001,pause,,,3.0,4.0
S8002,cancel,6.0,,,
S8004,downgrade,6.0,BM,,
S8004,cancel,6.0,,,
S8005,pause,,,6.0,7.0
S8005,cancel,5.0,,,
S8006,pause,,,3.0,4.0
S8007,downgrade,3.0,BM,,
S8010,cancel,8.0,,,
S8011,cancel,7.0,,,
S8012,downgrade,9.0,BM,,
S8013,downgrade,4.0,BM,,
S8013,pause,,,7.0,8.0
S8014,downgrade,3.0,BM,,
S8015,downgrade,5.0,BM,,
S8016,cancel,5.0,,,
S8017,pause,,,5.0,7.0
S8019,cancel,8.0,,,
S8020,downgrade,6.0,BM,,
S8020,cancel,11.0,,,
S8021,downgrade,5.0,BM,,
S8026,downgrade,7.0,BM,,
S8031,cancel,5.0,,,
S8034,pause,,,4.0,6.0
S8036,downgrade,9.0,BM,,
S8038,downgrade,9.0,BM,,
S8042,pause,,,5.0,6.0
S8044,downgrade,7.0,BM,,
S8045,downgrade,6.0,BM,,
S8047,pause,,,6.0,7.0
S8049,pause,,,6.0,8.0
S8051,pause,,,3.0,4.0
S8052,downgrade,5.0,BM,,
S8053,downgrade,4.0,BM,,
S8053,pause,,,5.0,7.0
S8054,downgrade,6.0,BM,,
S8054,pause,,,5.0,7.0
S8055,downgrade,5.0,BM,,
S8056,downgrade,8.0,BM,,
S8056,cancel,7.0,,,
S8059,downgrade,9.0,BM,,
S8059,pause,,,5.0,6.0
S8060,pause,,,3.0,4.0
S8061,pause,,,6.0,8.0
S8061,cancel,9.0,,,
S8065,downgrade,8.0,BM,,
S8066,downgrade,9.0,BM,,
S8066,pause,,,3.0,5.0
S8069,pause,,,3.0,5.0
S8071,cancel,7.0,,,
S8073,pause,,,6.0,7.0
S8074,pause,,,3.0,4.0
S8074,cancel,6.0,,,
S8075,downgrade,7.0,BM,,
S8081,downgrade,6.0,BM,,
S8081,pause,,,6.0,8.0
S8082,downgrade,5.0,BM,,
S8083,pause,,,3.0,5.0
S8084,downgrade,4.0,BM,,
S8087,downgrade,8.0,BM,,
S8091,pause,,,7.0,9.0
S8094,cancel,7.0,,,
S8096,pause,,,6.0,8.0
S8097,pause,,,6.0,8.0
S8097,cancel,11.0,,,
S8100,downgrade,3.0,BM,,
S8103,downgrade,7.0,BM,,
S8106,pause,,,4.0,5.0
S8108,downgrade,3.0,BM,,
S8109,downgrade,9.0,BM,,
S8109,pause,,,4.0,6.0
S8112,pause,,,7.0,8.0
S8116,cancel,5.0,,,
S8118,downgrade,8.0,BM,,
S8120,cancel,11.0,,,
S8122,cancel,5.0,,,
S8131,downgrade,3.0,BM,,
S8136,downgrade,3.0,BM,,
S8137,downgrade,3.0,BM,,
S8139,downgrade,5.0,BM,,
S8142,pause,,,7.0,8.0
S8145,downgrade,5.0,BM,,
S8146,pause,,,6.0,8.0
S8147,pause,,,5.0,6.0
